file_name	new addition	species	neighbour_count	rgg_gene_count
GCA_002881435	False	Streptococcus agalactiae strain SA159, complete genome.	0	1
GCA_002881455	False	Streptococcus agalactiae strain SA184, complete genome.	0	1
GCA_002881475	False	Streptococcus agalactiae strain SA195, complete genome.	0	0
GCA_002881495	False	Streptococcus agalactiae strain SA209, complete genome.	0	2
GCA_002881515	False	Streptococcus agalactiae strain SA218, complete genome.	0	2
GCA_002881535	False	Streptococcus agalactiae strain SA220, complete genome.	0	2
GCA_002881555	False	Streptococcus agalactiae strain SA245, complete genome.	0	1
GCA_002881575	False	Streptococcus agalactiae strain SA256, complete genome.	0	1
GCA_002881595	False	Streptococcus agalactiae strain SA289, complete genome.	0	2
GCA_002881615	False	Streptococcus agalactiae strain SA343, complete genome.	0	2
GCA_002881695	False	Streptococcus agalactiae strain SA374, complete genome.	0	2
GCA_002881775	False	Streptococcus agalactiae strain SA627, complete genome.	0	2
GCA_002881865	False	Streptococcus agalactiae strain SA75, complete genome.	0	2
GCA_002881935	False	Streptococcus agalactiae strain SA97, complete genome.	0	1
GCA_002882035	False	Streptococcus agalactiae strain SA132, complete genome.	0	2
GCA_002882125	False	Streptococcus agalactiae strain SA191, complete genome.	0	1
GCA_002882205	False	Streptococcus agalactiae strain SA201, complete genome.	0	2
GCA_002882275	False	Streptococcus agalactiae strain SA212, complete genome.	0	2
GCA_002882375	False	Streptococcus agalactiae strain SA330, complete genome.	0	2
GCA_002882465	False	Streptococcus agalactiae strain SA333, complete genome.	0	2
GCA_002882555	False	Streptococcus agalactiae strain SA341, complete genome.	0	2
GCA_002882645	False	Streptococcus agalactiae strain SA346, complete genome.	0	2
GCA_002882745	False	Streptococcus agalactiae strain SA375, complete genome.	0	2
GCA_002882835	False	Streptococcus agalactiae strain SA623, complete genome.	0	2
GCA_002900385	False	Streptococcus parauberis strain SPOF3K chromosome, complete genome.	1	1
GCA_002947575	False	Streptococcus pneumoniae strain 335 chromosome, complete genome.	0	6
GCA_002953735	False	Streptococcus pluranimalium strain TH11417 chromosome, complete genome.	0	0
GCA_002995555	False	Streptococcus mutans strain LAR01 chromosome, complete genome.	1	4
GCA_003003495	False	Streptococcus pneumoniae strain D39V chromosome, complete genome.	0	7
GCA_003025365	False	Streptococcus pyogenes strain TJ11-001 chromosome, complete genome.	0	3
GCA_003086355	False	Streptococcus chenjunshii strain Z15 chromosome, complete genome.	0	1
GCA_003143695_2	True	Streptococcus halitosis strain VT-4 NODE_7_length_22581_cov_447.003, whole genome shotgun sequence	0	1
GCA_003144175	False	Streptococcus suis strain HN105 chromosome, complete genome.	1	5
GCA_003172975	False	Streptococcus sobrinus strain 10919 chromosome, complete genome.	0	1
GCA_003172995	False	Streptococcus sobrinus strain SL1 chromosome, complete genome.	0	1
GCA_003176795	False	Streptococcus sobrinus strain NIDR 6715-7 chromosome, complete genome.	0	1
GCA_003176815	False	Streptococcus sobrinus strain NIDR 6715-15 chromosome, complete genome.	0	1
GCA_003186145	False	Streptococcus agalactiae strain QMA0271 chromosome, complete genome.	0	2
GCA_003203475	False	Streptococcus pyogenes strain NGAS979 chromosome, complete genome.	0	3
GCA_003285225	False	Streptococcus suis strain 0061 chromosome, complete genome.	0	4
GCA_003285245	False	Streptococcus suis strain 1081 chromosome, complete genome.	0	4
GCA_003287995	False	Streptococcus agalactiae strain B509 chromosome, complete genome.	0	1
GCA_003288015	False	Streptococcus agalactiae strain B508 chromosome, complete genome.	0	2
GCA_003288035	False	Streptococcus agalactiae strain B105 chromosome, complete genome.	0	2
GCA_003288055	False	Streptococcus agalactiae strain B507 chromosome, complete genome.	0	2
GCA_003288075	False	Streptococcus agalactiae strain B111 chromosome, complete genome.	0	2
GCA_003288175	False	Streptococcus suis strain SH0104 chromosome, complete genome.	0	1
GCA_003319215	False	Streptococcus agalactiae strain S73 chromosome, complete genome.	0	2
GCA_003351525	False	Streptococcus pneumoniae strain M23734 chromosome, complete genome.	0	4
GCA_003351645	False	Streptococcus pneumoniae strain M16808 chromosome, complete genome.	0	7
GCA_003351705	False	Streptococcus pneumoniae strain M26365 chromosome, complete genome.	0	6
GCA_003351725	False	Streptococcus pneumoniae strain M26368 chromosome, complete genome.	0	6
GCA_003352145	False	Streptococcus pyogenes strain DMG1800716 chromosome, complete genome.	0	3
GCA_003352205	False	Streptococcus suis strain HA1003 chromosome, complete genome.	0	2
GCA_003352225	False	Streptococcus suis strain SH1510 chromosome, complete genome.	0	1
GCA_003352995	False	Streptococcus pluranimalium strain 14A0014 chromosome, complete genome.	0	1
GCA_003354825	False	Streptococcus pneumoniae strain SPN XDR SMC1710-32 chromosome, complete genome.	0	6
GCA_003402855	False	Streptococcus thermophilus strain ST109 chromosome, complete genome.	2	4
GCA_003403115	False	Streptococcus agalactiae strain Sag27 chromosome, complete genome.	0	2
GCA_003443395	False	Streptococcus thermophilus strain ST106 chromosome, complete genome.	2	4
GCA_003589905	False	Streptococcus iniae strain GX005 chromosome, complete genome.	0	2
GCA_003589945	False	Streptococcus iniae strain YM011 chromosome, complete genome.	0	2
GCA_003595525	False	Streptococcus sp. HTS25 chromosome, complete genome.	0	1
GCA_003595525_1	True	Streptococcus respiraculi strain HTS25 chromosome, complete genome	0	1
GCA_003609935	False	Streptococcus pneumoniae MDRSPN001 DNA, complete genome.	0	4
GCA_003609955	False	Streptococcus pyogenes DNA, complete genome, strain: KS030.	0	3
GCA_003609975	False	Streptococcus ruminantium GUT187T DNA, complete genome.	0	3
GCA_003626515_1	True	Streptococcus chosunensis strain ChDC B353 KCOM1699_9, whole genome shotgun sequence	0	1
GCA_003627135	False	Streptococcus koreensis strain JS71, complete genome.	0	2
GCA_003627155	False	Streptococcus sp. ChDC B345 chromosome, complete genome.	0	4
GCA_003627155_1	True	Streptococcus gwangjuensis strain KCOM 1679 (=ChDC B345) chromosome, complete genome	0	4
GCA_003640605	False	Streptococcus pyogenes strain SASM4-Duke chromosome, complete genome.	0	3
GCA_003691695	False	Streptococcus mutans strain LAB761 chromosome, complete genome.	1	3
GCA_003698205	False	Streptococcus pyogenes strain ABC020055975 chromosome, complete genome.	0	3
GCA_003812445	False	Streptococcus sp. FDAARGOS_522 chromosome, complete genome.	0	2
GCA_003812465	False	Streptococcus sp. FDAARGOS_521 chromosome, complete genome.	0	2
GCA_003812645	False	Streptococcus pyogenes strain FDAARGOS_534 chromosome, complete genome.	0	3
GCA_003812685	False	Streptococcus sp. FDAARGOS_520 chromosome, complete genome.	0	2
GCA_003812725	False	Streptococcus pyogenes strain FDAARGOS_514 chromosome, complete genome.	0	2
GCA_003812805	False	Streptococcus agalactiae strain FDAARGOS_512 chromosome, complete genome.	0	2
GCA_003814365	False	Streptococcus pyogenes strain Duke-Large chromosome, complete genome.	0	3
GCA_003814385	False	Streptococcus pyogenes strain RLGH chromosome, complete genome.	0	3
GCA_003939065	False	Streptococcus agalactiae strain TFJ0901 chromosome, complete genome.	0	2
GCA_003963555	False	Streptococcus periodonticum strain KCOM 2412 chromosome, complete genome.	0	2
GCA_003966485	False	Streptococcus pneumoniae ATCC 49619 DNA, complete genome.	0	7
GCA_003966505	False	Streptococcus pneumoniae HU-OH DNA, complete genome.	0	5
GCA_003966525	False	Streptococcus pneumoniae NU83127 DNA, complete genome.	0	5
GCA_003966545	False	Streptococcus agalactiae HU-GS5823 DNA, complete genome.	0	2
GCA_003967135	False	Streptococcus dysgalactiae Kdys0611 DNA, complete genome.	0	2
GCA_003967155	False	Streptococcus pneumoniae ASP0581 DNA, complete genome.	0	6
GCA_003994915	False	Streptococcus pneumoniae strain HKU1-14 chromosome, complete genome.	0	5
GCA_004010855	False	Streptococcus pyogenes strain MGAS27961 chromosome, complete genome.	0	3
GCA_004010875	False	Streptococcus pyogenes strain MGAS28085 chromosome, complete genome.	0	3
GCA_004028355	False	Streptococcus pyogenes strain CCUG 4207 chromosome, complete genome.	0	3
GCA_004114735	False	Streptococcus thermophilus strain IDCC2201 chromosome, complete genome.	3	5
GCA_004123995	False	Streptococcus pyogenes strain TSPY155 chromosome, complete genome.	0	3
GCA_004124015	False	Streptococcus pyogenes strain TSPY556 chromosome, complete genome.	0	3
GCA_004124075	False	Streptococcus pyogenes strain TSPY453 chromosome, complete genome.	0	3
GCA_004124115	False	Streptococcus pyogenes strain TSPY208 chromosome, complete genome.	0	3
GCA_004124135	False	Streptococcus pyogenes strain TSPY165 chromosome, complete genome.	0	3
GCA_004135875	False	Streptococcus pyogenes strain M75 chromosome, complete genome.	0	3
GCA_004153945	False	Streptococcus pyogenes strain MGAS8347 chromosome, complete genome.	0	3
GCA_004153965	False	Streptococcus pyogenes strain MGAS10786 chromosome, complete genome.	0	3
GCA_004153985	False	Streptococcus pyogenes strain MGAS7914 chromosome, complete genome.	0	3
GCA_004154005	False	Streptococcus pyogenes strain MGAS7888 chromosome, complete genome.	0	3
GCA_004154025	False	Streptococcus pyogenes strain MGAS29409 chromosome, complete genome.	0	2
GCA_004154045	False	Streptococcus pyogenes strain MGAS29326 chromosome, complete genome.	0	3
GCA_004154065	False	Streptococcus pyogenes strain MGAS29284 chromosome, complete genome.	0	3
GCA_004154085	False	Streptococcus pyogenes strain MGAS28746 chromosome, complete genome.	0	3
GCA_004154105	False	Streptococcus pyogenes strain MGAS28686 chromosome, complete genome.	0	3
GCA_004154125	False	Streptococcus pyogenes strain MGAS28669 chromosome, complete genome.	0	3
GCA_004154145	False	Streptococcus pyogenes strain MGAS28650 chromosome, complete genome.	0	3
GCA_004154165	False	Streptococcus pyogenes strain MGAS28533 chromosome, complete genome.	0	3
GCA_004154185	False	Streptococcus pyogenes strain MGAS28360 chromosome, complete genome.	0	3
GCA_004154205	False	Streptococcus pyogenes strain MGAS28330 chromosome, complete genome.	0	3
GCA_004154225	False	Streptococcus pyogenes strain MGAS28278 chromosome, complete genome.	0	3
GCA_004154245	False	Streptococcus pyogenes strain MGAS28271 chromosome, complete genome.	0	3
GCA_004154265	False	Streptococcus pyogenes strain MGAS28191 chromosome, complete genome.	0	3
GCA_004154285	False	Streptococcus pyogenes strain MGAS11115 chromosome, complete genome.	0	3
GCA_004154305	False	Streptococcus pyogenes strain MGAS11108 chromosome, complete genome.	0	3
GCA_004154325	False	Streptococcus pyogenes strain MGAS29064 chromosome, complete genome.	0	3
GCA_004154345	False	Streptococcus pyogenes strain MGAS28386 chromosome, complete genome.	0	3
GCA_004154365	False	Streptococcus pyogenes strain MGAS28078 chromosome, complete genome.	0	3
GCA_004154385	False	Streptococcus pyogenes strain MGAS11052 chromosome, complete genome.	0	3
GCA_004154405	False	Streptococcus pyogenes strain MGAS10826 chromosome, complete genome.	0	3
GCA_004193935	False	Streptococcus pyogenes strain SP1336 chromosome, complete genome.	0	3
GCA_004291255	False	Streptococcus pneumoniae strain EF3030 chromosome, complete genome.	0	4
GCA_004331935	False	Streptococcus pneumoniae strain 521 chromosome, complete genome.	0	7
GCA_004353325_1	True	Streptococcus downii strain CECT 9732 contig_9, whole genome shotgun sequence	0	0
GCA_004843545	False	Streptococcus pasteurianus strain WUSP067 chromosome, complete genome.	0	2
GCA_004843685	False	Streptococcus suis strain WUSS351 chromosome, complete genome.	1	3
GCA_005160445	False	Streptococcus pyogenes strain emm57 chromosome, complete genome.	0	3
GCA_005160565	False	Streptococcus pyogenes strain emm74 chromosome, complete genome.	0	3
GCA_005160785	False	Streptococcus pyogenes strain emmSTG866.1 chromosome, complete genome.	0	3
GCA_005160925	False	Streptococcus pyogenes strain emm55 chromosome, complete genome.	0	3
GCA_005161125	False	Streptococcus pyogenes strain emm105 chromosome, complete genome.	0	3
GCA_005161325	False	Streptococcus pyogenes strain emm64.3 chromosome, complete genome.	0	3
GCA_005161465	False	Streptococcus pyogenes strain emm78.3 chromosome, complete genome.	0	3
GCA_005161605	False	Streptococcus pyogenes strain emm22.8 chromosome, complete genome.	0	3
GCA_005161825	False	Streptococcus pyogenes strain emm124 chromosome, complete genome.	0	3
GCA_005161985	False	Streptococcus pyogenes strain emm58 chromosome, complete genome.	0	3
GCA_005162245	False	Streptococcus pyogenes strain emm97.1 chromosome, complete genome.	0	3
GCA_005162405	False	Streptococcus pyogenes strain emm56 chromosome, complete genome.	0	3
GCA_005162565	False	Streptococcus pyogenes strain emm70 chromosome, complete genome.	0	3
GCA_005162725	False	Streptococcus pyogenes strain emm93.4 chromosome, complete genome.	0	3
GCA_005162865	False	Streptococcus pyogenes strain emm230 chromosome, complete genome.	0	3
GCA_005163085	False	Streptococcus pyogenes strain emm123 chromosome, complete genome.	0	3
GCA_005163245	False	Streptococcus pyogenes strain emm54 chromosome, complete genome.	0	3
GCA_005163385	False	Streptococcus pyogenes strain emmNA chromosome, complete genome.	0	3
GCA_005163565	False	Streptococcus pyogenes strain emm11 chromosome, complete genome.	0	3
GCA_005163705	False	Streptococcus pyogenes strain emm65 chromosome, complete genome.	0	3
GCA_005163865	False	Streptococcus pyogenes strain emm75.1 chromosome, complete genome.	0	3
GCA_005164025	False	Streptococcus pyogenes strain emm89.14 chromosome, complete genome.	0	3
GCA_005164305	False	Streptococcus pyogenes strain emm77 chromosome, complete genome.	0	3
GCA_005164585	False	Streptococcus pyogenes strain emm1 chromosome, complete genome.	0	3
GCA_005164705	False	Streptococcus pyogenes strain emm25 chromosome, complete genome.	0	3
GCA_005164885	False	Streptococcus pyogenes strain emm90.5 chromosome, complete genome.	0	3
GCA_005165045	False	Streptococcus pyogenes strain emm92 chromosome, complete genome.	0	3
GCA_005165265	False	Streptococcus pyogenes strain emm100 chromosome, complete genome.	0	3
GCA_005165385	False	Streptococcus pyogenes strain emm197 chromosome, complete genome.	0	3
GCA_005222545	False	Streptococcus pyogenes strain emm68.2 chromosome, complete genome.	0	3
GCA_006228325	False	Streptococcus sp. 1643 chromosome, complete genome.	1	5
GCA_006364235	False	Streptococcus pyogenes strain FDAARGOS_774 chromosome, complete genome.	0	3
GCA_006385165_1	True	Streptococcus symci strain C17 Scaffold6, whole genome shotgun sequence	0	2
GCA_006385785_1	True	Streptococcus shenyangsis strain D19 Scaffold9, whole genome shotgun sequence	0	2
GCA_006385805_1	True	Streptococcus xiaochunlingii strain E24 Scaffold5, whole genome shotgun sequence	0	2
GCA_006716245	False	Streptococcus agalactiae strain 32790-3A chromosome, complete genome.	0	1
GCA_006739205	False	Streptococcus mutans NBRC 13955 DNA, complete genome.	1	3
GCA_006740645	False	Streptococcus pyogenes 10-85 DNA, complete genome.	0	3
GCA_006874565	False	Streptococcus agalactiae strain PLGBS13 chromosome, complete genome.	0	2
GCA_007475365	False	Streptococcus oralis subsp. dentisani strain F0392 chromosome, complete genome.	0	5
GCA_007724845	False	Streptococcus suis strain INT-01 chromosome, complete genome.	0	0
GCA_007859195_1	True	Streptococcus cuniculipharyngis strain CCUG 66496 Scaffold9, whole genome shotgun sequence	0	2
GCA_008253725	False	Streptococcus pneumoniae strain R6CIB17 chromosome, complete genome.	0	7
GCA_008305695	False	Streptococcus salivarius strain LAB813 chromosome, complete genome.	0	2
GCA_008693505	False	Streptococcus agalactiae strain FDAARGOS_669 chromosome, complete genome.	0	2
GCA_008693585	False	Streptococcus agalactiae strain FDAARGOS_670 chromosome, complete genome.	0	2
GCA_008693725	False	Streptococcus dysgalactiae strain FDAARGOS_654 chromosome, complete genome.	0	4
GCA_008694005	False	Streptococcus pyogenes strain FDAARGOS_668 chromosome, complete genome.	0	3
GCA_008726365	False	Streptococcus anginosus strain UMB8616 chromosome, complete genome.	0	1
GCA_008726525	False	Streptococcus anginosus strain UMB4708 chromosome, complete genome.	0	2
GCA_008727815	False	Streptococcus sp. LPB0220 chromosome, complete genome.	0	3
GCA_008803015	False	Streptococcus ratti strain ATCC 31377 chromosome, complete genome.	0	3
GCA_008831325	False	Streptococcus mutans strain MD chromosome, complete genome.	1	2
GCA_008831345	False	Streptococcus mutans strain T8 chromosome, complete genome.	1	2
GCA_008831365	False	Streptococcus mutans strain UA140 chromosome, complete genome.	2	3
GCA_009664475	False	Streptococcus pneumoniae strain AUSMDU00010538 chromosome, complete genome.	0	7
GCA_009664495	False	Streptococcus pyogenes strain AUSMDU00010539 chromosome, complete genome.	0	3
GCA_009676645	False	Streptococcus equi subsp. zooepidemicus strain OH-71905 chromosome, complete genome.	2	8
GCA_009676685	False	Streptococcus equi subsp. zooepidemicus strain TN-714097 chromosome, complete genome.	1	8
GCA_009676725	False	Streptococcus equi subsp. zooepidemicus strain AZ-45470 chromosome, complete genome.	2	8
GCA_009730515	False	Streptococcus mitis strain FDAARGOS_684 chromosome, complete genome.	0	4
GCA_009730535	False	Streptococcus gordonii strain FDAARGOS_683 chromosome, complete genome.	0	4
GCA_009731465	False	Streptococcus sp. 116-D4 DNA, complete genome.	0	6
GCA_009738105	False	Streptococcus mutans strain NCH105 chromosome, complete genome.	0	0
GCA_009738205	False	Streptococcus salivarius strain ICDC1 chromosome, complete genome.	0	3
GCA_009738225	False	Streptococcus salivarius strain ICDC2, complete genome.	0	4
GCA_009738245	False	Streptococcus salivarius strain ICDC3 chromosome, complete genome.	0	3
GCA_009738475	False	Streptococcus pyogenes strain STAB09023 chromosome, complete genome.	0	3
GCA_009738495	False	Streptococcus pyogenes strain STAB10048 chromosome, complete genome.	0	3
GCA_009738555	False	Streptococcus canis strain HL_100 chromosome, complete genome.	2	2
GCA_009755785	False	Streptococcus ruminicola strain CNU_G3 chromosome, complete genome.	1	9
GCA_009758075	False	Streptococcus equinus strain CNU 77-23 chromosome, complete genome.	1	4
GCA_009758095	False	Streptococcus equinus strain CNU G6 chromosome, complete genome.	0	4
GCA_009792335	False	Streptococcus ruminicola strain CNU_77-61 chromosome, complete genome.	2	6
GCA_009832845	False	Streptococcus pyogenes strain 1085 chromosome, complete genome.	0	3
GCA_009856565	False	Streptococcus thermophilus strain EU01 chromosome, complete genome.	4	7
GCA_009866825	False	Streptococcus sp. DAT741 chromosome, complete genome.	0	2
GCA_009930895	False	Streptococcus agalactiae strain YZ1605 chromosome, complete genome.	1	3
GCA_009930915	False	Streptococcus agalactiae strain NJ1606 chromosome, complete genome.	0	2
GCA_010120595	False	Streptococcus thermophilus strain ATCC 19258 chromosome, complete genome.	3	5
GCA_010993845	False	Streptococcus canis strain HL_77_2 chromosome, complete genome.	0	3
GCA_010993865	False	Streptococcus canis strain HL_98_2 chromosome, complete genome.	0	2
GCA_010993915	False	Streptococcus canis strain HL_77_1 chromosome, complete genome.	0	3
GCA_011038795_1	True	Streptococcus tangpeifui strain ZJ373 Scaffold9_1, whole genome shotgun sequence	0	1
GCA_011290565	False	Streptococcus pyogenes strain 1040 chromosome, complete genome.	0	3
GCA_011290585	False	Streptococcus pyogenes strain 1043 chromosome, complete genome.	0	3
GCA_011316785	False	Streptococcus equi subsp. zooepidemicus strain ISU38408 chromosome, complete genome.	2	6
GCA_011383065	False	Streptococcus agalactiae strain ZQ0910 chromosome, complete genome.	0	2
GCA_011387195	False	Streptococcus sp. CNU G2 chromosome, complete genome.	0	6
GCA_011421425_1	True	Streptococcus catagoni strain 99-1/2017 NODE_8_length_5032_cov_1180.102956, whole genome shotgun sequence	0	0
GCA_011612585	False	Streptococcus cristatus ATCC 51100 chromosome, complete genome.	0	2
GCA_011694695	False	Streptococcus pneumoniae strain PZ900701590 chromosome, complete genome.	0	6
GCA_011765485	False	Streptococcus mutans strain S4 chromosome, complete genome.	1	2
GCA_011765505	False	Streptococcus mutans strain S1 chromosome, complete genome.	1	2
GCA_011765525	False	Streptococcus mutans strain P6 chromosome, complete genome.	1	2
GCA_011765545	False	Streptococcus mutans strain P1 chromosome, complete genome.	1	2
GCA_011801285	False	Streptococcus thermophilus strain ST64987 chromosome, complete genome.	3	6
GCA_012222485	False	Streptococcus agalactiae strain Sag153 chromosome, complete genome.	0	2
GCA_012396585_1	True	Streptococcus ovuberis strain CCUG 69612 SS2007_9, whole genome shotgun sequence	0	0
GCA_012572265	False	Streptococcus pyogenes strain MGAS2221 chromosome, complete genome.	0	3
GCA_012593885	False	Streptococcus agalactiae 515 chromosome, complete genome.	0	2
GCA_012844385	False	Streptococcus dysgalactiae subsp. equisimilis strain TPCH-A19 chromosome, complete genome.	0	3
GCA_012844405	False	Streptococcus dysgalactiae subsp. equisimilis strain TPCH-A74 chromosome, complete genome.	0	3
GCA_013000945	False	Streptococcus agalactiae strain 01173 chromosome, complete genome.	0	2
GCA_013004125	False	Streptococcus dysgalactiae subsp. equisimilis strain TPCH-A88 chromosome, complete genome.	0	3
GCA_013047165	False	Streptococcus pneumoniae strain 6A-10 chromosome, complete genome.	0	7
GCA_013267495	False	Streptococcus salivarius strain FDAARGOS_771 chromosome, complete genome.	0	3
GCA_013267515	False	Streptococcus intermedius strain FDAARGOS_769 chromosome, complete genome.	0	2
GCA_013267695	False	Streptococcus gallolyticus strain FDAARGOS_755 chromosome, complete genome.	0	7
GCA_013305725	False	Streptococcus mitis strain S022-V3-A4 chromosome, complete genome.	2	6
GCA_013306985	False	Streptococcus pyogenes strain 4063-05 chromosome, complete genome.	0	3
GCA_013307185	False	Streptococcus thermophilus strain CS5 chromosome, complete genome.	2	7
GCA_013307265	False	Streptococcus thermophilus strain CS9 chromosome, complete genome.	3	9
GCA_013307285	False	Streptococcus thermophilus strain CS18 chromosome, complete genome.	2	7
GCA_013343115	False	Streptococcus sanguinis strain FDAARGOS_770 chromosome, complete genome.	0	4
GCA_013378335	False	Streptococcus sanguinis strain CGMH010 chromosome, complete genome.	0	3
GCA_013378355	False	Streptococcus sanguinis strain CGMH058 chromosome, complete genome.	2	5
GCA_013394695	False	Streptococcus sp. oral taxon 061 strain F0704 chromosome, complete genome.	0	0
GCA_013414325	False	Streptococcus agalactiae strain S9968 chromosome, complete genome.	0	2
GCA_013488085	False	Streptococcus suis strain ISU1606 chromosome, complete genome.	1	1
GCA_013488105	False	Streptococcus suis strain ISU2514 chromosome, complete genome.	0	1
GCA_013488125	False	Streptococcus suis strain ISU2714 chromosome, complete genome.	1	1
GCA_013488145	False	Streptococcus suis strain ISU2414 chromosome, complete genome.	0	0
GCA_013488165	False	Streptococcus suis strain ISU2614 chromosome, complete genome.	0	0
GCA_013488185	False	Streptococcus suis strain ISU2660 chromosome, complete genome.	1	1
GCA_013786965	False	Streptococcus agalactiae strain BJ01 chromosome, complete genome.	0	2
GCA_013822985	False	Streptococcus salivarius strain DB-B5 chromosome, complete genome.	2	4
GCA_014041875	False	Streptococcus equinus strain MDC1 chromosome, complete genome.	0	5
GCA_014191695	False	Streptococcus pyogenes NIH34 DNA, complete genome.	0	3
GCA_014191835	False	Streptococcus pyogenes NIH35 DNA, complete genome.	0	3
GCA_014192005	False	Streptococcus pyogenes KUN-0012590 DNA, complete genome.	0	3
GCA_014192175	False	Streptococcus pyogenes KUN-0014944 DNA, complete genome.	0	3
GCA_014192345	False	Streptococcus suis DAT299 DNA, complete genome.	0	0
GCA_014192525	False	Streptococcus suis DAT300 DNA, complete genome.	0	0
GCA_014192695	False	Streptococcus dysgalactiae subsp. equisimilis 89 DNA, complete genome.	0	2
GCA_014192895	False	Streptococcus dysgalactiae subsp. equisimilis 159 DNA, complete genome.	0	5
GCA_014218015	False	Streptococcus pyogenes strain 37-97S chromosome, complete genome.	0	3
GCA_014218075	False	Streptococcus agalactiae strain GBS7 chromosome, complete genome.	0	2
GCA_014218095	False	Streptococcus agalactiae strain GBS11 chromosome, complete genome.	0	2
GCA_014218115	False	Streptococcus agalactiae strain GBS19 chromosome, complete genome.	0	2
GCA_014218135	False	Streptococcus agalactiae strain GBS28 chromosome, complete genome.	0	2
GCA_014218155	False	Streptococcus agalactiae strain GBS30 chromosome, complete genome.	0	2
GCA_014287335_1	True	Streptococcus hominis strain NSJ-17 E-D3-64_ctg057, whole genome shotgun sequence	0	0
GCA_014467095	False	Streptococcus mitis Nm-65 DNA, complete genome.	0	5
GCA_014495925	False	Streptococcus pyogenes strain BSAC_bs192 isolate Invasive disease.	0	2
GCA_014495945	False	Streptococcus pyogenes strain BSAC_bs1388 isolate Invasive disease.	0	3
GCA_014495965	False	Streptococcus pyogenes strain BSAC_bs1802 isolate Invasive disease.	0	3
GCA_014495985	False	Streptococcus pyogenes strain BSAC_bs472 isolate Invasive disease.	0	3
GCA_014621675	False	Streptococcus mutans B04Sm5 chromosome, complete genome.	0	1
GCA_014842815	False	Streptococcus mutans strain 27-3 chromosome, complete genome.	0	1
GCA_014843055	False	Streptococcus suis strain 16085/3b chromosome.	0	1
GCA_014843075	False	Streptococcus suis strain 13-00283-02 chromosome.	0	1
GCA_014843095	False	Streptococcus suis strain 10 chromosome.	1	1
GCA_014844995	False	Streptococcus sp. KS 6 chromosome, complete genome.	0	3
GCA_014874555	False	Streptococcus suis strain LSM178 chromosome, complete genome.	1	1
GCA_015190465	False	Streptococcus thermophilus strain TK-P3A chromosome, complete genome.	2	5
GCA_015221735	False	Streptococcus agalactiae CJB111 chromosome, complete genome.	0	2
GCA_015291825	False	Streptococcus suis strain YSJ17 chromosome, complete genome.	0	3
GCA_015689355	False	Streptococcus equi subsp. zooepidemicus strain SEZ18 chromosome, complete genome.	2	9
GCA_015689375	False	Streptococcus equi subsp. zooepidemicus strain SEZ25 chromosome, complete genome.	2	8
GCA_015689395	False	Streptococcus equi subsp. zooepidemicus strain SEZ13 chromosome, complete genome.	2	6
GCA_015689415	False	Streptococcus equi subsp. zooepidemicus strain SEZ14 chromosome, complete genome.	1	6
GCA_015689435	False	Streptococcus equi subsp. zooepidemicus strain SEZ28 chromosome, complete genome.	1	6
GCA_015689455	False	Streptococcus equi subsp. zooepidemicus strain SEZ33 chromosome, complete genome.	1	7
GCA_015767535	False	Streptococcus equi subsp. zooepidemicus strain SEZ36 chromosome, complete genome.	1	5
GCA_015767555	False	Streptococcus equi subsp. zooepidemicus strain SEZ46 chromosome, complete genome.	0	4
GCA_015838875	False	Streptococcus pneumoniae strain 310 chromosome, complete genome.	2	7
GCA_015839035	False	Streptococcus pneumoniae strain 475 chromosome, complete genome.	2	8
GCA_015839235	False	Streptococcus pneumoniae strain 521 chromosome, complete genome.	2	8
GCA_015839415	False	Streptococcus pneumoniae strain 525 chromosome, complete genome.	2	8
GCA_015839575	False	Streptococcus pneumoniae strain 566 chromosome, complete genome.	2	7
GCA_015839775	False	Streptococcus pneumoniae strain 573 chromosome, complete genome.	2	7
GCA_015839915	False	Streptococcus pneumoniae strain 574 chromosome, complete genome.	2	7
GCA_015840115	False	Streptococcus pneumoniae strain 563 chromosome, complete genome.	2	8
GCA_015908885	False	Streptococcus suis strain YZDH1 chromosome, complete genome.	0	5
GCA_015908985	False	Streptococcus suis strain YP20190405 chromosome, complete genome.	1	1
GCA_016028175	False	Streptococcus oralis strain FDAARGOS_886 chromosome, complete genome.	0	4
GCA_016028255	False	Streptococcus oralis strain FDAARGOS_885 chromosome, complete genome.	0	4
GCA_016126835	False	Streptococcus pyogenes strain emm9ST603 chromosome, complete genome.	0	3
GCA_016127275	False	Streptococcus infantarius strain FDAARGOS_1019 chromosome, complete genome.	0	5
GCA_016127535	False	Streptococcus salivarius strain FDAARGOS_1045 chromosome, complete genome.	0	4
GCA_016127555	False	Streptococcus oralis strain FDAARGOS_1020 chromosome, complete genome.	0	1
GCA_016127735	False	Streptococcus oralis strain FDAARGOS_1075 chromosome, complete genome.	1	5
GCA_016127875	False	Streptococcus constellatus strain FDAARGOS_1015 chromosome, complete genome.	1	4
GCA_016127915	False	Streptococcus oralis strain FDAARGOS_1021 chromosome, complete genome.	0	4
GCA_016128095	False	Streptococcus dysgalactiae strain FDAARGOS_1017 chromosome, complete genome.	0	3
GCA_016128135	False	Streptococcus dysgalactiae strain FDAARGOS_1016 chromosome, complete genome.	0	3
GCA_016454805	False	Streptococcus agalactiae strain 2012-845 chromosome, complete genome.	0	1
